Team,Ranking,Sport
Cyprus,0,Gymnastics
Cyprus,0,Tennis
Cyprus,0,Tennis
Cyprus,0,Cycling
Cyprus,0,Cycling
Cyprus,0,Cycling
Cyprus,0,Archery
Cyprus,0,Shooting
Cyprus,0,Shooting
Cyprus,0,Shooting
Cyprus,0,Shooting
Cyprus,0,Shooting
Cyprus,0,Rhythmic Gymnastics
Czech Republic,2,Tennis
Czech Republic,2,Shooting
Czech Republic,1,Judo
Czech Republic,1,Sailing
Czech Republic,1,Canoeing
Czech Republic,1,Triathlon
Czech Republic,0.833333333,Canoeing
Czech Republic,0.714285714,Tennis
Czech Republic,0.666666667,Canoeing
Czech Republic,0.5,Rowing
Czech Republic,0.5,Rowing
Czech Republic,0.5,Boxing
Czech Republic,0.5,Shooting
Czech Republic,0.5,Modern Pentathlon
Czech Republic,0.333333333,Modern Pentathlon
Czech Republic,0.307692308,Rowing
Czech Republic,0.272727273,Canoeing
Czech Republic,0.272727273,Shooting
Czech Republic,0.25,Cycling
Czech Republic,0.222222222,Shooting
Czech Republic,0.214285714,Athletics
Czech Republic,0.2,Canoeing
Czech Republic,0.125,Cycling
Czech Republic,0.1,Athletics
Czech Republic,0.1,Rowing
Czech Republic,0.090909091,Athletics
Czech Republic,0.083333333,Athletics
Czech Republic,0.066666667,Athletics
Czech Republic,0,Judo
Czech Republic,0,Judo
Czech Republic,0,Judo
Czech Republic,0,Judo
Czech Republic,0,Badminton
Czech Republic,0,Badminton
Czech Republic,0,Badminton
Czech Republic,0,Sailing
Czech Republic,0,Sailing
Czech Republic,0,Sailing
Czech Republic,0,Sailing
Czech Republic,0,Weightlifting
Czech Republic,0,Weightlifting
Czech Republic,0,Weightlifting
Czech Republic,0,Weightlifting
Czech Republic,0,Weightlifting
Czech Republic,0,Wrestling
Czech Republic,0,Wrestling
Czech Republic,0,Wrestling
Czech Republic,0,Wrestling
Czech Republic,0,Wrestling
Czech Republic,0,Rowing
Czech Republic,0,Swimming
Czech Republic,0,Swimming
Czech Republic,0,Swimming
Czech Republic,0,Swimming
Czech Republic,0,Swimming
Czech Republic,0,Boxing
Czech Republic,0,Gymnastics
Czech Republic,0,Gymnastics
Czech Republic,0,Gymnastics
Czech Republic,0,Gymnastics
Czech Republic,0,Gymnastics
Czech Republic,0,Fencing
Czech Republic,0,Basketball
Czech Republic,0,Basketball
Czech Republic,0,Basketball
Czech Republic,0,Diving
Czech Republic,0,Football
Czech Republic,0,Tennis
Czech Republic,0,Tennis
Czech Republic,0,Tennis
Czech Republic,0,Cycling
Czech Republic,0,Cycling
Czech Republic,0,Cycling
Czech Republic,0,Equestrianism
Czech Republic,0,Equestrianism
Czech Republic,0,Archery
Czech Republic,0,Synchronized Swimming
Czech Republic,0,Synchronized Swimming
Czech Republic,0,Synchronized Swimming
Czech Republic,0,Synchronized Swimming
Czech Republic,0,Synchronized Swimming
Czech Republic,0,Shooting
Czech Republic,0,Modern Pentathlon
Czech Republic,0,Modern Pentathlon
Czech Republic,0,Table Tennis
Czech Republic,0,Table Tennis
Czech Republic,0,Table Tennis
Czech Republic,0,Table Tennis
Czech Republic,0,Table Tennis
Czech Republic,0,Rhythmic Gymnastics
Czech Republic,0,Trampolining
Czech Republic,0,Trampolining
Czech Republic,0,Trampolining
Czech Republic,0,Beach Volleyball
Czech Republic,0,Beach Volleyball
Czech Republic,0,Beach Volleyball
Czech Republic,0,Beach Volleyball
Czech Republic,0,Triathlon
Czech Republic,0,Triathlon
Czech Republic,0,Triathlon
Czech Republic,0,Triathlon
Czech Republic,0,Golf
Denmark,7,Rowing
Denmark,2,Badminton
Denmark,1.75,Handball
Denmark,1.666666667,Handball
Denmark,1.5,Badminton
Denmark,1.5,Rowing
Denmark,1.153846154,Handball
Denmark,1,Shooting
Denmark,0.8,Badminton
Denmark,0.8,Rowing
Denmark,0.75,Equestrianism
Denmark,0.666666667,Athletics
Denmark,0.538461538,Cycling
Denmark,0.5,Sailing
Denmark,0.5,Canoeing
Denmark,0.5,Cycling
Denmark,0.461538462,Rowing
Denmark,0.444444444,Sailing
Denmark,0.416666667,Swimming
Denmark,0.4,Rowing
Denmark,0.333333333,Sailing
Denmark,0.333333333,Canoeing
Denmark,0.3,Sailing
Denmark,0.25,Sailing
Denmark,0.25,Athletics
Denmark,0.25,Shooting
Denmark,0.2,Athletics
Denmark,0.2,Cycling
Denmark,0.142857143,Swimming
Denmark,0.055555556,Badminton
Denmark,0,Badminton
Denmark,0,Athletics
Denmark,0,Athletics
Denmark,0,Handball
Denmark,0,Handball
Denmark,0,Wrestling
Denmark,0,Wrestling
Denmark,0,Wrestling
Denmark,0,Wrestling
Denmark,0,Swimming
Denmark,0,Swimming
Denmark,0,Swimming
Denmark,0,Boxing
Denmark,0,Taekwondo
Denmark,0,Taekwondo
Denmark,0,Canoeing
Denmark,0,Canoeing
Denmark,0,Canoeing
Denmark,0,Football
Denmark,0,Tennis
Denmark,0,Tennis
Denmark,0,Tennis
Denmark,0,Tennis
Denmark,0,Cycling
Denmark,0,Cycling
Denmark,0,Equestrianism
Denmark,0,Equestrianism
Denmark,0,Equestrianism
Denmark,0,Equestrianism
Denmark,0,Archery
Denmark,0,Archery
Denmark,0,Archery
Denmark,0,Archery
Denmark,0,Shooting
Denmark,0,Shooting
Denmark,0,Shooting
Denmark,0,Modern Pentathlon
Denmark,0,Table Tennis
Denmark,0,Table Tennis
Denmark,0,Table Tennis
Denmark,0,Table Tennis
Denmark,0,Table Tennis
Denmark,0,Trampolining
Denmark,0,Trampolining
Denmark,0,Trampolining
Denmark,0,Triathlon
Denmark,0,Triathlon
Denmark,0,Triathlon
Denmark,0,Triathlon
Denmark,0,Triathlon
Denmark,0,Golf
Djibouti,0,Judo
Djibouti,0,Athletics
Djibouti,0,Athletics
Djibouti,0,Athletics
Djibouti,0,Athletics
Djibouti,0,Swimming
Djibouti,0,Swimming
Djibouti,0,Table Tennis
Dominica,0,Athletics
Dominica,0,Athletics
Dominica,0,Athletics
Dominica,0,Athletics
Dominica,0,Athletics
Dominica,0,Swimming
Dominican Republic,1,Taekwondo
Dominican Republic,0.333333333,Athletics
Dominican Republic,0.333333333,Taekwondo
Dominican Republic,0.25,Athletics
Dominican Republic,0.25,Boxing
Dominican Republic,0,Judo
Dominican Republic,0,Judo
Dominican Republic,0,Judo
Dominican Republic,0,Judo
Dominican Republic,0,Judo
Dominican Republic,0,Sailing
Dominican Republic,0,Athletics
Dominican Republic,0,Athletics
Dominican Republic,0,Athletics
Dominican Republic,0,Weightlifting
Dominican Republic,0,Weightlifting
Dominican Republic,0,Weightlifting
Dominican Republic,0,Weightlifting
Dominican Republic,0,Weightlifting
Dominican Republic,0,Wrestling
Dominican Republic,0,Swimming
Dominican Republic,0,Swimming
Dominican Republic,0,Swimming
Dominican Republic,0,Swimming
Dominican Republic,0,Boxing
Dominican Republic,0,Boxing
Dominican Republic,0,Boxing
Dominican Republic,0,Boxing
Dominican Republic,0,Gymnastics
Dominican Republic,0,Taekwondo
Dominican Republic,0,Taekwondo
Dominican Republic,0,Tennis
Dominican Republic,0,Cycling
Dominican Republic,0,Equestrianism
Dominican Republic,0,Archery
Dominican Republic,0,Volleyball
Dominican Republic,0,Volleyball
Dominican Republic,0,Shooting
Dominican Republic,0,Shooting
Dominican Republic,0,Shooting
Dominican Republic,0,Shooting
Dominican Republic,0,Table Tennis
Dominican Republic,0,Table Tennis
Dominican Republic,0,Table Tennis
Ecuador,0.25,Athletics
Ecuador,0,Judo
Ecuador,0,Judo
Ecuador,0,Judo
Ecuador,0,Judo
Ecuador,0,Judo
Ecuador,0,Athletics
Ecuador,0,Athletics
Ecuador,0,Athletics
Ecuador,0,Athletics
Ecuador,0,Weightlifting
Ecuador,0,Weightlifting
Ecuador,0,Weightlifting
Ecuador,0,Weightlifting
Ecuador,0,Weightlifting
Ecuador,0,Wrestling
Ecuador,0,Wrestling
Ecuador,0,Rowing
Ecuador,0,Swimming
Ecuador,0,Swimming
Ecuador,0,Swimming
Ecuador,0,Swimming
Ecuador,0,Swimming
Ecuador,0,Boxing
Ecuador,0,Boxing
Ecuador,0,Boxing
Ecuador,0,Boxing
Ecuador,0,Taekwondo
Ecuador,0,Canoeing
Ecuador,0,Canoeing
Ecuador,0,Tennis
Ecuador,0,Tennis
Ecuador,0,Cycling
Ecuador,0,Cycling
Ecuador,0,Cycling
Ecuador,0,Equestrianism
Ecuador,0,Equestrianism
Ecuador,0,Shooting
Ecuador,0,Shooting
Ecuador,0,Shooting
Ecuador,0,Shooting
Ecuador,0,Shooting
Ecuador,0,Triathlon
Ecuador,0,Triathlon
Egypt,1,Boxing
Egypt,0.5,Judo
Egypt,0.5,Wrestling
Egypt,0.333333333,Taekwondo
Egypt,0.25,Taekwondo
Egypt,0.222222222,Weightlifting
Egypt,0.125,Wrestling
Egypt,0.111111111,Fencing
Egypt,0,Judo
Egypt,0,Judo
Egypt,0,Judo
Egypt,0,Judo
Egypt,0,Badminton
Egypt,0,Badminton
Egypt,0,Sailing
Egypt,0,Sailing
Egypt,0,Athletics
Egypt,0,Athletics
Egypt,0,Athletics
Egypt,0,Athletics
Egypt,0,Athletics
Egypt,0,Handball
Egypt,0,Handball
Egypt,0,Handball
Egypt,0,Handball
Egypt,0,Weightlifting
Egypt,0,Weightlifting
Egypt,0,Weightlifting
Egypt,0,Weightlifting
Egypt,0,Wrestling
Egypt,0,Wrestling
Egypt,0,Wrestling
Egypt,0,Rowing
Egypt,0,Rowing
Egypt,0,Rowing
Egypt,0,Rowing
Egypt,0,Rowing
Egypt,0,Swimming
Egypt,0,Swimming
Egypt,0,Swimming
Egypt,0,Swimming
Egypt,0,Swimming
Egypt,0,Boxing
Egypt,0,Boxing
Egypt,0,Boxing
Egypt,0,Boxing
Egypt,0,Gymnastics
Egypt,0,Gymnastics
Egypt,0,Gymnastics
Egypt,0,Gymnastics
Egypt,0,Taekwondo
Egypt,0,Taekwondo
Egypt,0,Taekwondo
Egypt,0,Fencing
Egypt,0,Fencing
Egypt,0,Fencing
Egypt,0,Fencing
Egypt,0,Diving
Egypt,0,Canoeing
Egypt,0,Canoeing
Egypt,0,Football
Egypt,0,Cycling
Egypt,0,Cycling
Egypt,0,Hockey
Egypt,0,Water Polo
Egypt,0,Equestrianism
Egypt,0,Equestrianism
Egypt,0,Equestrianism
Egypt,0,Equestrianism
Egypt,0,Equestrianism
Egypt,0,Archery
Egypt,0,Archery
Egypt,0,Archery
Egypt,0,Archery
Egypt,0,Archery
Egypt,0,Volleyball
Egypt,0,Volleyball
Egypt,0,Volleyball
Egypt,0,Synchronized Swimming
Egypt,0,Synchronized Swimming
Egypt,0,Synchronized Swimming
Egypt,0,Synchronized Swimming
Egypt,0,Synchronized Swimming
Egypt,0,Shooting
Egypt,0,Shooting
Egypt,0,Shooting
Egypt,0,Shooting
Egypt,0,Shooting
Egypt,0,Modern Pentathlon
Egypt,0,Modern Pentathlon
Egypt,0,Modern Pentathlon
Egypt,0,Modern Pentathlon
Egypt,0,Modern Pentathlon
Egypt,0,Table Tennis
Egypt,0,Table Tennis
Egypt,0,Table Tennis
Egypt,0,Table Tennis
Egypt,0,Rhythmic Gymnastics
Egypt,0,Rhythmic Gymnastics
Egypt,0,Beach Volleyball
El Salvador,0,Judo
El Salvador,0,Judo
El Salvador,0,Judo
El Salvador,0,Judo
El Salvador,0,Sailing
El Salvador,0,Athletics
El Salvador,0,Athletics
El Salvador,0,Athletics
El Salvador,0,Athletics
El Salvador,0,Athletics
El Salvador,0,Weightlifting
El Salvador,0,Weightlifting
El Salvador,0,Weightlifting
El Salvador,0,Weightlifting
El Salvador,0,Weightlifting
El Salvador,0,Wrestling
El Salvador,0,Rowing
El Salvador,0,Rowing
El Salvador,0,Swimming
El Salvador,0,Swimming
El Salvador,0,Swimming
El Salvador,0,Swimming
El Salvador,0,Swimming
El Salvador,0,Tennis
El Salvador,0,Cycling
El Salvador,0,Cycling
El Salvador,0,Cycling
El Salvador,0,Cycling
El Salvador,0,Archery
El Salvador,0,Archery
El Salvador,0,Shooting
El Salvador,0,Shooting
El Salvador,0,Shooting
El Salvador,0,Shooting
El Salvador,0,Shooting
Equatorial Guinea,0,Judo
Equatorial Guinea,0,Athletics
Equatorial Guinea,0,Athletics
Equatorial Guinea,0,Athletics
Equatorial Guinea,0,Athletics
Equatorial Guinea,0,Athletics
Equatorial Guinea,0,Swimming
Eritrea,1,Athletics
Eritrea,0,Athletics
Eritrea,0,Athletics
Eritrea,0,Athletics
Eritrea,0,Athletics
Eritrea,0,Cycling
Eritrea,0,Cycling
Estonia,2,Rowing
Estonia,1,Rowing
Estonia,0.5,Judo
Estonia,0.5,Wrestling
Estonia,0.5,Rowing
Estonia,0.2,Athletics
Estonia,0.142857143,Athletics
Estonia,0.111111111,Athletics
Estonia,0.1,Athletics
Estonia,0,Judo
Estonia,0,Judo
Estonia,0,Judo
Estonia,0,Judo
Estonia,0,Badminton
Estonia,0,Badminton
Estonia,0,Badminton
Estonia,0,Sailing
Estonia,0,Sailing
Estonia,0,Sailing
Estonia,0,Sailing
Estonia,0,Sailing
Estonia,0,Athletics
Estonia,0,Weightlifting
Estonia,0,Wrestling
Estonia,0,Wrestling
Estonia,0,Wrestling
Estonia,0,Rowing
Estonia,0,Rowing
Estonia,0,Swimming
Estonia,0,Swimming
Estonia,0,Swimming
Estonia,0,Swimming
Estonia,0,Swimming
Estonia,0,Fencing
Estonia,0,Fencing
Estonia,0,Fencing
Estonia,0,Fencing
Estonia,0,Canoeing
Estonia,0,Tennis
Estonia,0,Tennis
Estonia,0,Cycling
Estonia,0,Cycling
Estonia,0,Cycling
Estonia,0,Cycling
Estonia,0,Cycling
Estonia,0,Archery
Estonia,0,Archery
Estonia,0,Shooting
Estonia,0,Shooting
Estonia,0,Shooting
Estonia,0,Shooting
Estonia,0,Shooting
Estonia,0,Modern Pentathlon
Estonia,0,Rhythmic Gymnastics
Estonia,0,Beach Volleyball
Estonia,0,Triathlon
Estonia,0,Triathlon
Estonia,0,Triathlon
Ethiopia,0.583333333,Athletics
Ethiopia,0.5,Athletics
Ethiopia,0.363636364,Athletics
Ethiopia,0.333333333,Athletics
Ethiopia,0.233333333,Athletics
Ethiopia,0,Swimming
Ethiopia,0,Swimming
Ethiopia,0,Boxing
Ethiopia,0,Boxing
Ethiopia,0,Cycling
Federated States of Micronesia,0,Athletics
Federated States of Micronesia,0,Athletics
Federated States of Micronesia,0,Athletics
Federated States of Micronesia,0,Athletics
Federated States of Micronesia,0,Athletics
Federated States of Micronesia,0,Weightlifting
Federated States of Micronesia,0,Weightlifting
Federated States of Micronesia,0,Weightlifting
Federated States of Micronesia,0,Weightlifting
Federated States of Micronesia,0,Wrestling
Federated States of Micronesia,0,Swimming
Federated States of Micronesia,0,Swimming
Federated States of Micronesia,0,Swimming
Federated States of Micronesia,0,Swimming
Federated States of Micronesia,0,Swimming
Federated States of Micronesia,0,Boxing
Fiji,0.5,Rugby Sevens
Fiji,0,Judo
Fiji,0,Judo
Fiji,0,Judo
Fiji,0,Judo
Fiji,0,Judo
Fiji,0,Sailing
Fiji,0,Athletics
Fiji,0,Athletics
Fiji,0,Athletics
Fiji,0,Athletics
Fiji,0,Athletics
Fiji,0,Weightlifting
Fiji,0,Weightlifting
Fiji,0,Weightlifting
Fiji,0,Weightlifting
Fiji,0,Weightlifting
Fiji,0,Swimming
Fiji,0,Swimming
Fiji,0,Swimming
Fiji,0,Swimming
Fiji,0,Swimming
Fiji,0,Boxing
Fiji,0,Football
Fiji,0,Archery
Fiji,0,Archery
Fiji,0,Archery
Fiji,0,Shooting
Fiji,0,Shooting
Fiji,0,Shooting
Fiji,0,Shooting
Fiji,0,Table Tennis
Finland,1,Wrestling
Finland,1,Rowing
Finland,1,Boxing
Finland,0.666666667,Sailing
Finland,0.333333333,Shooting
Finland,0.285714286,Shooting
Finland,0.25,Wrestling
Finland,0.2,Sailing
Finland,0.142857143,Shooting
Finland,0.083333333,Athletics
Finland,0.058823529,Athletics
Finland,0.043478261,Athletics
Finland,0,Judo
Finland,0,Judo
Finland,0,Judo
Finland,0,Judo
Finland,0,Judo
Finland,0,Badminton
Finland,0,Badminton
Finland,0,Badminton
Finland,0,Badminton
Finland,0,Badminton
Finland,0,Sailing
Finland,0,Sailing
Finland,0,Sailing
Finland,0,Athletics
Finland,0,Athletics
Finland,0,Weightlifting
Finland,0,Weightlifting
Finland,0,Weightlifting
Finland,0,Weightlifting
Finland,0,Wrestling
Finland,0,Wrestling
Finland,0,Wrestling
Finland,0,Swimming
Finland,0,Swimming
Finland,0,Swimming
Finland,0,Swimming
Finland,0,Swimming
Finland,0,Boxing
Finland,0,Gymnastics
Finland,0,Gymnastics
Finland,0,Taekwondo
Finland,0,Taekwondo
Finland,0,Taekwondo
Finland,0,Taekwondo
Finland,0,Diving
Finland,0,Diving
Finland,0,Diving
Finland,0,Canoeing
Finland,0,Canoeing
Finland,0,Canoeing
Finland,0,Canoeing
Finland,0,Tennis
Finland,0,Tennis
Finland,0,Tennis
Finland,0,Cycling
Finland,0,Cycling
Finland,0,Cycling
Finland,0,Equestrianism
Finland,0,Equestrianism
Finland,0,Equestrianism
Finland,0,Equestrianism
Finland,0,Archery
Finland,0,Archery
Finland,0,Archery
Finland,0,Archery
Finland,0,Shooting
Finland,0,Shooting
Finland,0,Table Tennis
Finland,0,Rhythmic Gymnastics
Finland,0,Rhythmic Gymnastics
Finland,0,Golf
France,2.333333333,Swimming
France,2,Taekwondo
France,2,Tennis
France,1.631578947,Handball
France,1.555555556,Fencing
France,1.4,Fencing
France,1.363636364,Handball
France,1.142857143,Rowing
France,1,Taekwondo
France,1,Taekwondo
France,1,Shooting
France,0.857142857,Basketball
France,0.75,Boxing
France,0.75,Equestrianism
France,0.692307692,Fencing
France,0.666666667,Wrestling
France,0.666666667,Boxing
France,0.625,Judo
France,0.6,Judo
France,0.6,Cycling
France,0.6,Archery
France,0.588235294,Cycling
France,0.555555556,Equestrianism
France,0.533333333,Fencing
France,0.517241379,Handball
France,0.5,Judo
France,0.5,Swimming
France,0.5,Swimming
France,0.5,Taekwondo
France,0.5,Basketball
France,0.5,Cycling
France,0.5,Archery
France,0.444444444,Judo
France,0.444444444,Sailing
France,0.4,Wrestling
France,0.4,Canoeing
France,0.4,Table Tennis
France,0.347826087,Rowing
France,0.333333333,Rowing
France,0.333333333,Rowing
France,0.333333333,Modern Pentathlon
France,0.32,Swimming
France,0.3,Sailing
France,0.285714286,Canoeing
France,0.285714286,Synchronized Swimming
France,0.285714286,Shooting
France,0.272727273,Canoeing
France,0.266666667,Rowing
France,0.25,Sailing
France,0.25,Boxing
France,0.25,Boxing
France,0.25,Taekwondo
France,0.25,Canoeing
France,0.238095238,Cycling
France,0.230769231,Athletics
France,0.230769231,Canoeing
France,0.222222222,Gymnastics
France,0.2,Wrestling
France,0.2,Tennis
France,0.166666667,Gymnastics
France,0.166666667,Gymnastics
France,0.166666667,Shooting
France,0.157894737,Cycling
France,0.15625,Athletics
France,0.142857143,Gymnastics
France,0.142857143,Tennis
France,0.136363636,Athletics
France,0.125,Judo
France,0.1,Sailing
France,0.1,Shooting
France,0.095238095,Athletics
France,0.052631579,Swimming
France,0,Badminton
France,0,Badminton
France,0,Badminton
France,0,Badminton
France,0,Badminton
France,0,Sailing
France,0,Athletics
France,0,Handball
France,0,Handball
France,0,Weightlifting
France,0,Weightlifting
France,0,Weightlifting
France,0,Weightlifting
France,0,Weightlifting
France,0,Wrestling
France,0,Wrestling
France,0,Boxing
France,0,Gymnastics
France,0,Fencing
France,0,Basketball
France,0,Diving
France,0,Diving
France,0,Diving
France,0,Diving
France,0,Diving
France,0,Football
France,0,Football
France,0,Tennis
France,0,Tennis
France,0,Water Polo
France,0,Equestrianism
France,0,Equestrianism
France,0,Equestrianism
France,0,Archery
France,0,Archery
France,0,Archery
France,0,Volleyball
France,0,Volleyball
France,0,Synchronized Swimming
France,0,Synchronized Swimming
France,0,Synchronized Swimming
France,0,Synchronized Swimming
France,0,Shooting
France,0,Modern Pentathlon
France,0,Modern Pentathlon
France,0,Modern Pentathlon
France,0,Modern Pentathlon
France,0,Table Tennis
France,0,Table Tennis
France,0,Table Tennis
France,0,Table Tennis
France,0,Rhythmic Gymnastics
France,0,Rhythmic Gymnastics
France,0,Rhythmic Gymnastics
France,0,Rugby Sevens
France,0,Trampolining
France,0,Trampolining
France,0,Trampolining
France,0,Trampolining
France,0,Trampolining
France,0,Beach Volleyball
France,0,Beach Volleyball
France,0,Triathlon
France,0,Triathlon
France,0,Triathlon
France,0,Triathlon
France,0,Triathlon
France,0,Golf
Gabon,0,Judo
Gabon,0,Judo
Gabon,0,Judo
Gabon,0,Judo
Gabon,0,Judo
Gabon,0,Athletics
Gabon,0,Athletics
Gabon,0,Athletics
Gabon,0,Athletics
Gabon,0,Athletics
Gabon,0,Swimming
Gabon,0,Boxing
Gabon,0,Boxing
Gabon,0,Boxing
Gabon,0,Taekwondo
Gabon,0,Taekwondo
Gabon,0,Taekwondo
Gabon,0,Football
Gambia,0,Judo
Gambia,0,Athletics
Gambia,0,Athletics
Gambia,0,Athletics
Gambia,0,Athletics
Gambia,0,Athletics
Gambia,0,Swimming
Gambia,0,Boxing
Georgia,1,Wrestling
Georgia,0.5,Judo
Georgia,0.5,Judo
Georgia,0.5,Weightlifting
Georgia,0.5,Weightlifting
Georgia,0.5,Weightlifting
Georgia,0.5,Wrestling
Georgia,0.5,Boxing
Georgia,0.333333333,Judo
Georgia,0.333333333,Wrestling
Georgia,0.230769231,Wrestling
Georgia,0.2,Wrestling
Georgia,0.166666667,Judo
Georgia,0.142857143,Judo
Georgia,0,Athletics
Georgia,0,Athletics
Georgia,0,Athletics
Georgia,0,Athletics
Georgia,0,Athletics
Georgia,0,Weightlifting
Georgia,0,Weightlifting
Georgia,0,Swimming
Georgia,0,Swimming
Georgia,0,Swimming
Georgia,0,Swimming
Georgia,0,Swimming
Georgia,0,Boxing
Georgia,0,Boxing
Georgia,0,Gymnastics
Georgia,0,Gymnastics
Georgia,0,Gymnastics
Georgia,0,Fencing
Georgia,0,Diving
Georgia,0,Canoeing
Georgia,0,Tennis
Georgia,0,Tennis
Georgia,0,Cycling
Georgia,0,Archery
Georgia,0,Archery
Georgia,0,Archery
Georgia,0,Archery
Georgia,0,Archery
Georgia,0,Shooting
Georgia,0,Shooting
Georgia,0,Shooting
Georgia,0,Shooting
Georgia,0,Shooting
Georgia,0,Rhythmic Gymnastics
Georgia,0,Rhythmic Gymnastics
Georgia,0,Trampolining
Georgia,0,Trampolining
Georgia,0,Trampolining
Georgia,0,Trampolining
Georgia,0,Trampolining
Georgia,0,Beach Volleyball
Germany,2.461538462,Hockey
Germany,2,Canoeing
Germany,2,Tennis
Germany,2,Equestrianism
Germany,2,Table Tennis
Germany,1.8,Equestrianism
Germany,1.7,Canoeing
Germany,1.7,Football
Germany,1.666666667,Handball
Germany,1.666666667,Equestrianism
Germany,1.6,Football
Germany,1.571428571,Equestrianism
Germany,1.545454545,Hockey
Germany,1.5,Canoeing
Germany,1.5,Hockey
Germany,1.5,Table Tennis
Germany,1.285714286,Cycling
Germany,1.25,Equestrianism
Germany,1.166666667,Canoeing
Germany,1.166666667,Football
Germany,1.076923077,Cycling
Germany,1.0625,Swimming
Germany,1,Handball
Germany,1,Weightlifting
Germany,1,Gymnastics
Germany,1,Fencing
Germany,1,Diving
Germany,1,Football
Germany,1,Cycling
Germany,1,Modern Pentathlon
Germany,1,Triathlon
Germany,0.8,Diving
Germany,0.75,Fencing
Germany,0.75,Archery
Germany,0.75,Table Tennis
Germany,0.730769231,Canoeing
Germany,0.666666667,Weightlifting
Germany,0.666666667,Boxing
Germany,0.666666667,Fencing
Germany,0.615384615,Hockey
Germany,0.571428571,Judo
Germany,0.566666667,Rowing
Germany,0.5,Wrestling
Germany,0.5,Rowing
Germany,0.5,Archery
Germany,0.451612903,Rowing
Germany,0.428571429,Shooting
Germany,0.4,Beach Volleyball
Germany,0.4,Beach Volleyball
Germany,0.375,Rowing
Germany,0.375,Diving
Germany,0.363636364,Judo
Germany,0.363636364,Cycling
Germany,0.352941176,Sailing
Germany,0.333333333,Taekwondo
Germany,0.333333333,Shooting
Germany,0.323529412,Swimming
Germany,0.307692308,Shooting
Germany,0.28125,Rowing
Germany,0.272727273,Swimming
Germany,0.25,Beach Volleyball
Germany,0.222222222,Sailing
Germany,0.222222222,Gymnastics
Germany,0.222222222,Fencing
Germany,0.2,Sailing
Germany,0.2,Boxing
Germany,0.2,Gymnastics
Germany,0.2,Tennis
Germany,0.166666667,Wrestling
Germany,0.166666667,Triathlon
Germany,0.142857143,Judo
Germany,0.142857143,Judo
Germany,0.125,Boxing
Germany,0.125,Diving
Germany,0.125,Tennis
Germany,0.115942029,Athletics
Germany,0.115384615,Cycling
Germany,0.1,Swimming
Germany,0.090909091,Judo
Germany,0.078125,Athletics
Germany,0.071428571,Athletics
Germany,0.051724138,Athletics
Germany,0.047619048,Athletics
Germany,0,Badminton
Germany,0,Badminton
Germany,0,Badminton
Germany,0,Badminton
Germany,0,Badminton
Germany,0,Sailing
Germany,0,Sailing
Germany,0,Handball
Germany,0,Handball
Germany,0,Weightlifting
Germany,0,Weightlifting
Germany,0,Weightlifting
Germany,0,Wrestling
Germany,0,Wrestling
Germany,0,Wrestling
Germany,0,Swimming
Germany,0,Boxing
Germany,0,Boxing
Germany,0,Gymnastics
Germany,0,Gymnastics
Germany,0,Taekwondo
Germany,0,Taekwondo
Germany,0,Taekwondo
Germany,0,Fencing
Germany,0,Basketball
Germany,0,Diving
Germany,0,Tennis
Germany,0,Tennis
Germany,0,Hockey
Germany,0,Water Polo
Germany,0,Water Polo
Germany,0,Archery
Germany,0,Archery
Germany,0,Archery
Germany,0,Volleyball
Germany,0,Volleyball
Germany,0,Volleyball
Germany,0,Volleyball
Germany,0,Shooting
Germany,0,Shooting
Germany,0,Modern Pentathlon
Germany,0,Modern Pentathlon
Germany,0,Modern Pentathlon
Germany,0,Modern Pentathlon
Germany,0,Table Tennis
Germany,0,Table Tennis
Germany,0,Rhythmic Gymnastics
Germany,0,Rhythmic Gymnastics
Germany,0,Rhythmic Gymnastics
Germany,0,Rhythmic Gymnastics
Germany,0,Trampolining
Germany,0,Trampolining
Germany,0,Trampolining
Germany,0,Trampolining
Germany,0,Trampolining
Germany,0,Beach Volleyball
Germany,0,Beach Volleyball
Germany,0,Triathlon
Germany,0,Triathlon
Germany,0,Triathlon
Germany,0,Golf
Ghana,0,Judo
Ghana,0,Judo
Ghana,0,Athletics
Ghana,0,Athletics
Ghana,0,Athletics
Ghana,0,Athletics
Ghana,0,Athletics
Ghana,0,Weightlifting
Ghana,0,Weightlifting
Ghana,0,Swimming
Ghana,0,Boxing
Ghana,0,Boxing
Ghana,0,Boxing
Ghana,0,Boxing
Ghana,0,Football
Great Britain,4.75,Cycling
Great Britain,3.5,Equestrianism
Great Britain,3.166666667,Cycling
Great Britain,2,Gymnastics
Great Britain,2,Taekwondo
Great Britain,2,Diving
Great Britain,2,Canoeing
Great Britain,2,Modern Pentathlon
Great Britain,1.916666667,Rowing
Great Britain,1.5,Sailing
Great Britain,1.4,Equestrianism
Great Britain,1.333333333,Rowing
Great Britain,1.142857143,Sailing
Great Britain,1,Boxing
Great Britain,1,Taekwondo
Great Britain,1,Archery
Great Britain,1,Modern Pentathlon
Great Britain,1,Triathlon
Great Britain,0.909090909,Cycling
Great Britain,0.888888889,Hockey
Great Britain,0.869565217,Cycling
Great Britain,0.769230769,Sailing
Great Britain,0.75,Taekwondo
Great Britain,0.75,Canoeing
Great Britain,0.75,Tennis
Great Britain,0.75,Equestrianism
Great Britain,0.666666667,Equestrianism
